chr5	179232266	179342265	0.3256081
chr5	180632266	180682265	0.3886661
chr6	7341910	8111909	0.3778635
chr6	11531910	12011909	0.3725112
chr6	46041910	46461909	0.3505494
chr6	52141910	52451909	0.4043787
chr6	99791910	100021909	0.3601087
chr6	106531910	108281909	0.3762152
chr6	109761910	109811909	0.2974181
chr6	167311910	167411909	0.3002228
chr6	170101910	170151909	0.2890835
chr7	32929757	33109756	0.3096991
chr7	35729757	35849756	0.2900783
chr7	73579757	73709756	0.4365417
chr7	106679757	107229756	0.3107530
chr7	127219757	127299756	0.4373117
chr7	127979757	128099756	0.3215831
chr7	140169757	140629756	0.3980191
chr7	158379757	158629756	0.3421983
chr8	10922601	11192600	0.2769798
chr8	16982601	17112600	0.3640554
chr8	17662601	17942600	0.3201052
chr8	25032601	25642600	0.3450747
chr8	27162601	27352600	0.2902154
chr8	27932601	28352600	0.3422040
chr8	28742601	28922600	0.3865260
chr8	66542601	66652600	0.3311715
chr8	67362601	68012600	0.3632343
chr8	86012601	86142600	0.2803087
chr8	94702601	94772600	0.3294216
chr8	97502601	98792600	0.3010054
chr8	126002601	126442600	0.2820584
chr8	145972601	146062600	0.6290584
chr9	4341056	4851055	0.3496829
chr9	33931056	34181055	0.3200814
chr9	36131056	36341055	0.3621371
chr9	94121056	94721055	0.3189158
chr9	96791056	97031055	0.3637371
chr9	104161056	104301055	0.3224128
chr9	117081056	117271055	0.2754535
chr10	27150001	27450000	0.3912947
chr10	45860001	46170000	0.4041577
chr10	64020001	64680000	0.3242233
chr10	76960001	77170000	0.2470183
chr10	90560001	90640000	0.3310813
chr10	116160001	116590000	0.3160103
chr10	120780001	121490000	0.4944185
chr10	126430001	126640000	0.3783783
chr10	133790001	134260000	0.3485189
chr11	7991279	8191278	0.3328760
chr11	14381279	14671278	0.4112856
chr11	31391279	31841278	0.3266431
chr11	32811279	33281278	0.4070815
chr11	77341279	77901278	0.3855087
chr11	124541279	124641278	0.3792771
chr12	317607	507606	0.3396832
chr12	4667607	4757606	0.3939282
chr12	22547607	22697606	0.2520438
chr12	25167607	25387606	0.2471696
chr12	47607607	47747606	0.2511250
chr12	48147607	48227606	0.4795618
chr12	72047607	72157606	0.4818693
chr12	105477607	105637606	0.2989212
chr12	117167607	117357606	0.3913305
chr12	118397607	118577606	0.3587415
chr13	27744637	28064636	0.4550235
chr13	37384637	37574636	0.3829250
chr13	42534637	42754636	0.3147951
chr13	45914637	46284636	0.3467413
chr13	52024637	52984636	0.3607543
chr13	79224637	79984636	0.3105067
chr13	99674637	99914636	0.3405054
chr13	103344637	103504636	0.3460959
chr13	107184637	108904636	0.3780175
chr13	113754637	114114636	0.3676874
chr14	31083848	31893847	0.4191499
chr14	39573848	39743847	0.3212998
chr14	67703848	69623847	0.4201963
chr14	71063848	71383847	0.3337251
chr14	95793848	95983847	0.3285932
chr14	98223848	98673847	0.2541988
chr14	102223848	102983847	0.3506584
chr15	40203998	40403997	0.2627454
chr15	51913998	52253997	0.3773408
chr15	78363998	78593997	0.4054218
chr15	89153998	89443997	0.3201686
chr16	14004043	14404042	0.2956838
chr16	15014043	15154042	0.2925846
chr16	19414043	19574042	0.3813615
chr16	20614043	20914042	0.3369525
chr16	31454043	31504042	0.3482913
chr16	56224043	56464042	0.2907021
chr17	15844961	16324960	0.3712765
chr17	27884961	28624960	0.3511591
chr17	30194961	30264960	0.3136678
chr17	30734961	30774960	0.3138334
chr17	34834961	34954960	0.3477075
chr17	47304961	47454960	0.3723287
chr17	47754961	47874960	0.3003394
chr17	56294961	56414960	0.4061296
chr17	67134961	67414960	0.3546393
chr17	76124961	76164960	0.3941633
chr18	2571103	3021102	0.3269803
chr18	20371103	21171102	0.3851892
chr18	29261103	29601102	0.3401410
chr18	47721103	47811102	0.3449947
chr18	66561103	67881102	0.2803264
chr19	35478403	35538402	0.3684384
chr19	40318403	40448402	0.3412179
chr19	51838403	51898402	0.3059736
chr19	56778403	57108402	0.3418217
chr20	4988351	5098350	0.3650501
chr20	19858351	20038350	0.3199708
chr20	25228351	25678350	0.3519618
chr20	37368351	37558350	0.3322036
chr20	39648351	39978350	0.3771806
chr20	43968351	44048350	0.3988902
chr21	26973191	27113190	0.3080308
chr21	33983191	34153190	0.3006969
chr22	28312157	29172156	0.4553761
chr22	35692157	35782156	0.3912268
chr22	45402157	45712156	0.2859591
chrX	37540091	37870090	0.2792724
chrX	72780091	73170090	0.3404707
chrX	75640091	77170090	0.3972199
chrX	100180091	100680090	0.3716225
chrX	102830091	102890090	0.3153059
chrX	106240091	106770090	0.3590399
chrX	135050091	135340090	0.3101896
chrX	149520091	150070090	0.4495135
chrY	2654896	2804895	0.3237488
