chr1	228264554	228654553	0.5519519	228264554	228614553	0.4367325	0.897435897
chr1	229634554	230194553	0.2620582	229474554	229694553	0.4099764	0.083333333
chr2	27068814	27298813	0.5280403	27188814	27358813	0.3701682	0.379310345
chr2	27498814	27888813	0.5402681	27528814	27718813	0.5751583	0.487179487
chr2	32258814	32758813	0.4220795	32388814	32588813	0.3827422	0.400000000
chr2	36868814	37968813	0.5111085	37418814	38368813	0.4087423	0.366666667
chr2	42988814	44508813	0.3676598	43018814	44508813	0.3754705	0.980263158
chr2	60608814	62118813	0.4834331	60978814	62428813	0.4481857	0.626373626
chr2	63808814	64378813	0.4293334	63808814	64248813	0.4244061	0.771929825
chr2	74588814	74888813	0.5708964	74618814	74888813	0.5248865	0.900000000
chr2	96698814	97688813	0.5196856	96698814	97538813	0.4036392	0.848484848
chr2	98258814	100108813	0.4139098	99058814	99878813	0.4603219	0.443243243
chr2	101178814	103048813	0.3331950	101868814	103048813	0.4323143	0.631016043
chr2	120508814	120998813	0.3477884	120768814	120998813	0.3550548	0.469387755
chr2	128278814	128788813	0.4512205	128608814	129078813	0.4233033	0.225000000
chr2	159818814	162108813	0.3886704	160138814	160768813	0.4902353	0.275109170
chr2	175348814	175548813	0.3793124	175258814	175428813	0.3964244	0.275862069
chr2	178068814	180878813	0.3888153	178248814	180878813	0.3850061	0.935943060
chr2	201728814	202508813	0.4260247	201378814	202038813	0.4691841	0.274336283
chr2	208388814	208688813	0.3962313	208388814	208578813	0.4016822	0.633333333
chr2	218898814	219698813	0.5573831	219028814	219528813	0.4417343	0.625000000
chr2	230928814	231288813	0.4236481	231088814	231288813	0.3162322	0.555555556
chr3	31565431	33265430	0.3979125	32425431	33485430	0.3534452	0.437500000
chr3	40345431	40525430	0.4477839	40515431	40575430	0.3486649	0.043478261
chr3	67045431	69175430	0.3494280	68975431	69135430	0.3617219	0.075117371
chr3	97535431	98315430	0.3905823	98235431	98625430	0.4236357	0.073394495
chr3	112925431	114005430	0.4616588	113415431	113965430	0.4873851	0.509259259
chr3	118955431	119285430	0.4352052	118955431	119225430	0.3751429	0.818181818
chr3	121305431	122515430	0.4183122	122035431	122135430	0.2776671	0.082644628
chr3	130465431	132145430	0.4122577	130275431	131105430	0.3873503	0.342245989
chr3	137885431	138555430	0.3250640	137905431	138075430	0.2769371	0.253731343
chr3	141585431	142315430	0.4702577	141865431	142315430	0.4858726	0.616438356
chr3	169675431	170065430	0.4448559	169675431	169945430	0.3971963	0.692307692
chr3	182505431	183605430	0.4219875	183145431	183425430	0.4793790	0.254545455
chr4	5703179	6203178	0.2933494	5893179	6203178	0.3714443	0.620000000
chr4	17513179	18033178	0.4712037	17613179	18033178	0.4193018	0.807692308
chr4	38783179	40193178	0.4793209	38783179	39533178	0.3901430	0.531914894
chr4	99173179	100013178	0.4639459	99573179	99923178	0.3650853	0.416666667
chr4	102323179	104013178	0.3759605	103783179	104023178	0.3146151	0.135294118
chr4	159113179	159693178	0.4021245	159233179	159693178	0.3916344	0.793103448
chr5	107712266	111342265	0.4113659	107712266	110852265	0.5278760	0.865013774
chr5	140992266	141402265	0.4907009	141012266	141352265	0.4179104	0.829268293
chr5	171502266	172412265	0.3180986	172372266	172412265	0.3015111	0.043956044
chr5	177532266	178022265	0.4724788	177532266	177632265	0.4857535	0.204081633
chr6	2841910	3121909	0.3003856	2971910	3071909	0.2880765	0.357142857
chr6	26361910	27221909	0.5022083	26381910	26461909	0.5029227	0.093023256
chr6	28041910	28331909	0.5250626	28091910	28331909	0.4422293	0.827586207
chr6	29791910	30741909	0.4991156	30291910	30721909	0.4984370	0.452631579
chr6	31121910	31931909	0.4996137	31501910	31771909	0.4178955	0.333333333
chr6	34211910	35421909	0.4664254	35181910	35421909	0.4298251	0.198347107
chr6	44121910	44271909	0.4341318	44221910	44271909	0.4577185	0.333333333
chr6	46041910	46461909	0.3505494	46041910	46141909	0.3044254	0.238095238
chr6	52141910	52451909	0.4043787	52101910	52291909	0.3629503	0.428571429
chr6	106531910	108281909	0.3762152	105841910	107081909	0.3386918	0.225409836
chr6	110731910	111931909	0.4164381	111401910	112201909	0.3472990	0.360544218
chr6	117771910	121661909	0.4338608	117921910	121761909	0.4712261	0.937343358
chr6	143261910	143861909	0.4089919	143761910	143861909	0.3168821	0.166666667
chr6	144381910	146291909	0.4545845	144461910	146351909	0.3370887	0.928934010
chr7	2269757	2889756	0.5170547	2269757	2769756	0.4614645	0.806451613
chr7	23269757	23639756	0.3261148	22979757	23339756	0.2976263	0.106060606
chr7	43619757	45039756	0.5153464	43789757	45019756	0.4835734	0.866197183
chr7	64019757	64839756	0.5046791	63759757	64469756	0.5926337	0.416666667
chr7	91869757	92859756	0.4411423	91829757	92339756	0.4289151	0.456310680
chr7	98739757	99159756	0.5658178	98919757	99319756	0.4730291	0.413793103
chr7	102709757	103089756	0.3954053	102789757	102989756	0.3399246	0.526315789
chr7	104559757	105929756	0.4608330	105159757	105759756	0.4324197	0.437956204
chr7	130559757	134009756	0.3652169	130529757	132339756	0.4239223	0.511494253
chr8	29932601	33372600	0.3568216	29952601	30672600	0.4276895	0.209302326
chr8	37552601	37762600	0.3702451	37482601	37642600	0.4492495	0.321428571
chr8	37962601	38832600	0.4133236	37962601	38332600	0.3430994	0.425287356
chr8	41752601	42882600	0.4091202	41902601	42882600	0.3437215	0.867256637
chr8	67362601	68012600	0.3632343	67362601	67582600	0.3695717	0.338461538
chr8	95482601	96092600	0.4154728	95442601	95962600	0.3648744	0.738461538
chr8	97502601	98792600	0.3010054	98652601	99062600	0.3560457	0.089743590
chr8	144322601	144772600	0.4980504	144502601	144702600	0.4736950	0.444444444
chr8	145512601	145752600	0.5791391	145542601	145752600	0.6324510	0.875000000
chr9	5331056	6221055	0.4227138	5441056	6011055	0.3861131	0.640449438
chr9	33931056	34181055	0.3200814	33931056	34051055	0.3108088	0.480000000
chr9	36131056	36341055	0.3621371	36131056	36191055	0.2723351	0.285714286
chr9	37421056	38401055	0.4134535	37381056	37911055	0.4097512	0.480392157
chr9	86231056	88411055	0.4362812	86231056	86601055	0.4375047	0.169724771
chr9	96791056	97031055	0.3637371	96931056	97091055	0.3578318	0.333333333
chr9	99061056	99391055	0.4377623	99141056	99391055	0.3274499	0.757575758
chr9	123551056	123991055	0.5042339	123471056	123841055	0.4496549	0.557692308
chr9	125641056	125801055	0.4611347	125661056	125711055	0.4512498	0.312500000
chr9	127701056	128511055	0.5075183	127701056	128471055	0.5027152	0.950617284
chr9	132401056	132811055	0.4481501	132581056	132941055	0.3005770	0.425925926
chr10	5720001	6030000	0.4638863	5880001	6030000	0.3395387	0.483870968
chr10	11650001	12400000	0.4833210	12080001	12400000	0.4580568	0.426666667
chr10	13570001	15220000	0.4077942	13570001	15000000	0.4492968	0.866666667
chr10	45860001	46170000	0.4041577	46090001	46350000	0.3155724	0.163265306
chr10	71810001	72210000	0.4437800	71810001	71940000	0.3538626	0.325000000
chr10	72570001	73540000	0.4089594	73150001	73620000	0.4593234	0.371428571
chr10	97320001	97810000	0.3887615	97450001	97810000	0.3503435	0.734693878
chr10	101380001	102110000	0.4250451	101380001	101550000	0.3619689	0.232876712
chr10	103570001	106100000	0.4672766	103600001	104270000	0.4312272	0.264822134
chr10	134970001	135210000	0.4459140	134970001	135200000	0.3801842	0.958333333
chr11	1071279	1531278	0.4128785	1241279	1531278	0.4715141	0.630434783
chr11	45861279	46141278	0.3591917	45821279	45951278	0.4091350	0.281250000
chr11	46391279	46641278	0.4168163	46291279	46401278	0.2960169	0.028571429
chr11	57221279	57511278	0.3769741	57301279	57371278	0.3211630	0.241379310
chr11	61091279	61201278	0.5399770	61101279	61201278	0.4927888	0.909090909
chr11	63271279	64111278	0.5410228	63441279	64131278	0.5443260	0.779069767
chr11	66881279	67411278	0.6470905	66961279	67251278	0.6870924	0.547169811
chr11	67771279	68081278	0.4742120	67801279	67991278	0.4182281	0.612903226
chr11	71701279	73721278	0.3880156	71701279	72861278	0.3685586	0.574257426
chr11	111891279	112041278	0.4624835	111941279	112041278	0.3667897	0.666666667
chr11	116961279	117691278	0.4916939	116961279	117111278	0.4789828	0.205479452
chr12	857607	2967606	0.4083169	2107607	2947606	0.4699849	0.398104265
chr12	7917607	8227606	0.3315495	8037607	8227606	0.3090705	0.612903226
chr12	31857607	33057606	0.3887950	32107607	32837606	0.3556791	0.608333333
chr12	49927607	50227606	0.4177708	49957607	50227606	0.3943543	0.900000000
chr12	50897607	51727606	0.4446403	51227607	51727606	0.4071923	0.602409639
chr12	54447607	54817606	0.3600195	54517607	54697606	0.3109234	0.486486486
chr12	64837607	65157606	0.2972707	64967607	65277606	0.4099287	0.431818182
chr12	68547607	70637606	0.3091980	68837607	69147606	0.3588619	0.148325359
chr12	75727607	77157606	0.5547466	75777607	76957606	0.5781980	0.825174825
chr12	95387607	96887606	0.3673979	95457607	96887606	0.3728037	0.953333333
chr12	109907607	111147606	0.5397108	109907607	111057606	0.4745380	0.927419355
chr12	120867607	122327606	0.5565420	120877607	122247606	0.4326091	0.938356164
chr12	122707607	124427606	0.4572913	122687607	124197606	0.4154925	0.856321839
chr13	19754637	20444636	0.2322003	20104637	20364636	0.3668553	0.376811594
chr13	32604637	33114636	0.4487536	33004637	33344636	0.3274173	0.148648649
chr13	41234637	41774636	0.4011937	41704637	42034636	0.4297821	0.087500000
chr13	45914637	46284636	0.3467413	45914637	46194636	0.2970084	0.756756757
chr13	76114637	77904636	0.3635227	77454637	77904636	0.2848461	0.251396648
chr13	103344637	103504636	0.3460959	103444637	103534636	0.4132556	0.315789474
chr13	107184637	108904636	0.3780175	108894637	110444636	0.3268055	0.003067485
chr13	113754637	114114636	0.3676874	113944637	114114636	0.3567354	0.472222222
chr14	20723848	20813847	0.4813360	20773848	20813847	0.3455031	0.444444444
chr14	31083848	31893847	0.4191499	31023848	31683847	0.3355688	0.689655172
chr14	39573848	39743847	0.3212998	39573848	39653847	0.4067371	0.470588235
chr14	45363848	45583847	0.4293688	45423848	45583847	0.3848791	0.727272727
chr14	75013848	76373847	0.4322937	75073848	75543847	0.3222054	0.345588235
chr14	77283848	77543847	0.4127611	77383848	77543847	0.5254452	0.615384615
chr14	89013848	90803847	0.3794376	90103848	90803847	0.3228573	0.391061453
chr14	98223848	98673847	0.2541988	98223848	98453847	0.2509222	0.511111111
chr14	102223848	102983847	0.3506584	102223848	102613847	0.3988558	0.513157895
chr15	40623998	41143997	0.4550094	40673998	41063997	0.3944789	0.750000000
chr15	42493998	43423997	0.5740590	42493998	43213997	0.4812634	0.774193548
chr15	65803998	66803997	0.3796897	66013998	66803997	0.4388417	0.790000000
chr15	72523998	73353997	0.4004830	72663998	73353997	0.4053947	0.831325301
chr15	76133998	77223997	0.3726501	76133998	76603997	0.3939288	0.431192661
chr15	85193998	85433997	0.3767690	85143998	85263997	0.3760602	0.241379310
chr15	90423998	90783997	0.4202405	90453998	90703997	0.3964946	0.694444444
chr15	90893998	91543997	0.5043031	91403998	91543997	0.4672569	0.215384615
chr15	101453998	101793997	0.3359703	101393998	101713997	0.3792033	0.650000000
chr16	64043	794042	0.5981137	324043	794042	0.6542152	0.643835616
chr16	10834043	11044042	0.4203801	10834043	10974042	0.3731874	0.666666667
chr16	20614043	20914042	0.3369525	20614043	20754042	0.2845103	0.466666667
chr16	21684043	22314042	0.3313769	22214043	22454042	0.3542409	0.129870130
chr16	23284043	23694042	0.4862436	23284043	23614042	0.4011033	0.804878049
chr16	27214043	29004042	0.4914931	28504043	29004042	0.5209055	0.279329609
chr16	50094043	50734042	0.3601487	50184043	50404042	0.3153512	0.343750000
chr16	53084043	53544042	0.4901173	53404043	53544042	0.4271319	0.304347826
chr16	56684043	57224042	0.4073843	56994043	57134042	0.3290523	0.259259259
chr16	57894043	58724042	0.4308098	58154043	58464042	0.3702913	0.373493976
chr16	71784043	72094042	0.4969870	71834043	72044042	0.3564007	0.677419355
chr16	74474043	75044042	0.3282189	74454043	74744042	0.3418626	0.457627119
chr16	84584043	85054042	0.4609634	84644043	85054042	0.4700430	0.872340426
chr17	4961	664960	0.2957335	254961	694960	0.3526444	0.594202899
chr17	4684961	5394960	0.5335041	4604961	4894960	0.4608998	0.265822785
chr17	8024961	8204960	0.5523554	8024961	8194960	0.4152922	0.944444444
chr17	15844961	16324960	0.3712765	16254961	16344960	0.2734547	0.140000000
chr17	16944961	18224960	0.5340738	17064961	18224960	0.4910014	0.906250000
chr17	20944961	21164960	0.4465824	21024961	21194960	0.4106856	0.560000000
chr17	33304961	33784960	0.4626420	33464961	33574960	0.3608636	0.229166667
chr17	36494961	36984960	0.4493613	36824961	36984960	0.3678088	0.326530612
chr17	42074961	42634960	0.4496533	42074961	42284960	0.5162229	0.375000000
chr17	55924961	56164960	0.3812963	56064961	56174960	0.3418727	0.400000000
chr17	62094961	63054960	0.5031728	62334961	62664960	0.4149520	0.343750000
chr17	66184961	66554960	0.4803320	66234961	66554960	0.5301985	0.864864865
chr17	76354961	77704960	0.4238763	76624961	77074960	0.3817302	0.333333333
chr17	79924961	80284960	0.6336410	79924961	80234960	0.6177763	0.861111111
chr17	80374961	80804960	0.5136127	80404961	80714960	0.3607424	0.720930233
chr18	12701103	13221102	0.3788728	12701103	13001102	0.3954630	0.576923077
chr18	18691103	19211102	0.3732754	18821103	19211102	0.3534505	0.750000000
chr18	42791103	43761102	0.4416754	43401103	43691102	0.3688592	0.298969072
chr19	9428403	9908402	0.3801900	9648403	9738402	0.2956695	0.187500000
chr19	23428403	24098402	0.4126739	23868403	24098402	0.3450244	0.343283582
chr19	36098403	36608402	0.4243797	36208403	36608402	0.4143148	0.784313725
chr19	36698403	37718402	0.5822493	36868403	37718402	0.6121927	0.833333333
chr19	37858403	38308402	0.5298560	37858403	38228402	0.6223682	0.822222222
chr19	38728403	39428402	0.5783569	38728403	39408402	0.5105315	0.971428571
chr19	41718403	41938402	0.6515868	41758403	41878402	0.5933263	0.545454545
chr19	45138403	45688402	0.4337758	45448403	45668402	0.6194249	0.400000000
chr19	45818403	46408402	0.4833001	45908403	46408402	0.5046573	0.847457627
chr19	49588403	51078402	0.5090159	50008403	51158402	0.5239181	0.681528662
chr19	54558403	54968402	0.4437283	54598403	54978402	0.4690220	0.880952381
chr19	55738403	55868402	0.4628826	55738403	55858402	0.4398452	0.923076923
chr19	56778403	57108402	0.3418217	56878403	57088402	0.4276103	0.636363636
chr20	68351	528350	0.3457707	198351	528350	0.3224180	0.717391304
chr20	1298351	1928350	0.4341368	1308351	1608350	0.4515448	0.476190476
chr20	2448351	3228350	0.4341629	2498351	3228350	0.3928677	0.935897436
chr20	3708351	3998350	0.4439615	3708351	3878350	0.4119906	0.586206897
chr20	30548351	31358350	0.4565334	30548351	30948350	0.4973586	0.493827160
chr20	34128351	34548350	0.4255939	34038351	34258350	0.2906207	0.254901961
chr20	34818351	36668350	0.4695366	35488351	35588350	0.4064402	0.054054054
chr20	44418351	44628350	0.5796065	44438351	44608350	0.5896623	0.809523810
chr20	46988351	48608350	0.3812069	47538351	48448350	0.4451436	0.561728395
chr20	48878351	49418350	0.3575120	48798351	49208350	0.4131981	0.532258065
chr21	30043191	30573190	0.4390274	30253191	30403190	0.4254041	0.283018868
chr21	38373191	38893190	0.3546816	38373191	38743190	0.4387784	0.711538462
chr21	43293191	43433190	0.3503608	43293191	43383190	0.4396234	0.642857143
chr21	47643191	47883190	0.5516235	47643191	47753190	0.4959638	0.458333333
chr22	18892157	19282156	0.4786213	18922157	19282156	0.3372735	0.923076923
chr22	21762157	22312156	0.4458551	21732157	22222156	0.3962970	0.793103448
chr22	30682157	32152156	0.3664013	30682157	30802156	0.3442899	0.081632653
chr22	50212157	51122156	0.4966713	50112157	51002156	0.4963998	0.782178218
chrX	13670091	13960090	0.3531808	13670091	13760090	0.2896806	0.310344828
chrX	40030091	41550090	0.3995716	40120091	41140090	0.4645064	0.671052632
chrX	46990091	47080090	0.4731806	47050091	47080090	0.4215622	0.333333333
chrX	48330091	48450090	0.6478698	48330091	48400090	0.4959037	0.583333333
chrX	55510091	63430090	0.4314992	57610091	63460090	0.4353245	0.732075472
chrX	70150091	71530090	0.4166827	70280091	70510090	0.4263395	0.166666667
chrX	118530091	119030090	0.4327217	118550091	119010090	0.3539905	0.920000000
